الجنسية,المحافظة,المدينة,المنطقة,النوع,السكان
سعودي,النعيرية,مليجه,المنطقة الشرقية,ذكر,1144
غير سعودي,النعيرية,مليجه,المنطقة الشرقية,ذكر,886
سعودي,الغاط,مليح,الرياض,أنثى,242
غير سعودي,الغاط,مليح,الرياض,أنثى,10
سعودي,القويعية,مليح,الرياض,أنثى,5
سعودي,وادي الفرع,مليح,المدينة المنورة,أنثى,24
سعودي,الغاط,مليح,الرياض,ذكر,233
غير سعودي,الغاط,مليح,الرياض,ذكر,65
سعودي,القويعية,مليح,الرياض,ذكر,4
سعودي,وادي الفرع,مليح,المدينة المنورة,ذكر,19
سعودي,وادي الفرع,مليحا,المدينة المنورة,أنثى,20
سعودي,وادي الفرع,مليحا,المدينة المنورة,ذكر,22
غير سعودي,الطائف,مليحان,مكة المكرمة,ذكر,3
سعودي,بيشة,مليحان والرماده,عسير,أنثى,15
سعودي,بيشة,مليحان والرماده,عسير,ذكر,11
غير سعودي,بيشة,مليحان والرماده,عسير,ذكر,3
سعودي,النعيرية,مليحه,المنطقة الشرقية,أنثى,59
غير سعودي,النعيرية,مليحه,المنطقة الشرقية,أنثى,9
سعودي,المجاردة,مليحه,عسير,أنثى,32
سعودي,النعيرية,مليحه,المنطقة الشرقية,ذكر,88
غير سعودي,النعيرية,مليحه,المنطقة الشرقية,ذكر,11
سعودي,المجاردة,مليحه,عسير,ذكر,33
غير سعودي,المجاردة,مليحه,عسير,ذكر,19
سعودي,الرين,مليحه البديعه (البدائع),الرياض,أنثى,9
سعودي,الرين,مليحه البديعه (البدائع),الرياض,ذكر,12
سعودي,المخواة,مليل,الباحة,أنثى,231
غير سعودي,المخواة,مليل,الباحة,أنثى,10
سعودي,فرعة غامد الزناد,مليل,الباحة,أنثى,19
سعودي,المخواة,مليل,الباحة,ذكر,240
غير سعودي,المخواة,مليل,الباحة,ذكر,18
سعودي,فرعة غامد الزناد,مليل,الباحة,ذكر,12
سعودي,العارضة,ممخطه,جازان,أنثى,38
سعودي,العارضة,ممخطه,جازان,ذكر,29
سعودي,فيفا,ممدر,جازان,أنثى,15
غير سعودي,فيفا,ممدر,جازان,أنثى,13
سعودي,فيفا,ممدر,جازان,ذكر,11
غير سعودي,فيفا,ممدر,جازان,ذكر,39
سعودي,الحرث,ممشيح معلي,جازان,أنثى,8
سعودي,الحرث,ممشيح معلي,جازان,ذكر,3
غير سعودي,الحرث,ممشيح معلي,جازان,ذكر,17
سعودي,البرك,مملح,عسير,أنثى,59
غير سعودي,البرك,مملح,عسير,أنثى,14
سعودي,البرك,مملح,عسير,ذكر,62
غير سعودي,البرك,مملح,عسير,ذكر,18
غير سعودي,شقراء,مملحه القصب,الرياض,أنثى,4
غير سعودي,شقراء,مملحه القصب,الرياض,ذكر,36
سعودي,الطائف,مملكه,مكة المكرمة,أنثى,52
سعودي,الطائف,مملكه,مكة المكرمة,ذكر,39
سعودي,سراة عبيدة,مناحر,عسير,أنثى,62
غير سعودي,سراة عبيدة,مناحر,عسير,أنثى,6
سعودي,سراة عبيدة,مناحر,عسير,ذكر,59
غير سعودي,سراة عبيدة,مناحر,عسير,ذكر,22
سعودي,حفر الباطن,مناخ,المنطقة الشرقية,أنثى,58
غير سعودي,حفر الباطن,مناخ,المنطقة الشرقية,أنثى,18
سعودي,العارضة,مناخ,جازان,أنثى,31
سعودي,حفر الباطن,مناخ,المنطقة الشرقية,ذكر,59
غير سعودي,حفر الباطن,مناخ,المنطقة الشرقية,ذكر,25
سعودي,العارضة,مناخ,جازان,ذكر,31
سعودي,الدائر,مناخل,جازان,أنثى,23
سعودي,الدائر,مناخل,جازان,ذكر,21
سعودي,هروب,منازع,جازان,أنثى,39
سعودي,هروب,منازع,جازان,ذكر,18
سعودي,الكامل,منازل الغصن,مكة المكرمة,أنثى,182
غير سعودي,الكامل,منازل الغصن,مكة المكرمة,أنثى,5
سعودي,الكامل,منازل الغصن,مكة المكرمة,ذكر,192
غير سعودي,الكامل,منازل الغصن,مكة المكرمة,ذكر,100
سعودي,الطائف,منازل عون الله,مكة المكرمة,أنثى,9
سعودي,الطائف,منازل عون الله,مكة المكرمة,ذكر,17
غير سعودي,الطائف,منازل عون الله,مكة المكرمة,ذكر,3
سعودي,رجال المع,منازل متناثره (نهب),عسير,أنثى,22
سعودي,رجال المع,منازل متناثره (نهب),عسير,ذكر,36
غير سعودي,رجال المع,منازل متناثره (نهب),عسير,ذكر,3
سعودي,الطائف,منازل ناجم (القاهرة),مكة المكرمة,أنثى,39
غير سعودي,الطائف,منازل ناجم (القاهرة),مكة المكرمة,أنثى,3
سعودي,الطائف,منازل ناجم (القاهرة),مكة المكرمة,ذكر,30
غير سعودي,الطائف,منازل ناجم (القاهرة),مكة المكرمة,ذكر,43
غير سعودي,وادي الفرع,منازل وادي ظلامه,المدينة المنورة,ذكر,14
سعودي,المجمعة,مناهيج ابوخسيفة,الرياض,أنثى,16
سعودي,المجمعة,مناهيج ابوخسيفة,الرياض,ذكر,30
غير سعودي,المجمعة,مناهيج ابوخسيفة,الرياض,ذكر,170
سعودي,المجمعة,مناهيج الوسيعه,الرياض,ذكر,4
غير سعودي,المجمعة,مناهيج الوسيعه,الرياض,ذكر,7
غير سعودي,الخفجي,منتزه الامير سلطان البحري,المنطقة الشرقية,ذكر,61
سعودي,ظهران الجنوب,منتزه العشة,عسير,أنثى,12
سعودي,ظهران الجنوب,منتزه العشة,عسير,ذكر,10
غير سعودي,ظهران الجنوب,منتزه العشة,عسير,ذكر,6
سعودي,بيشة,منتزه سابه,عسير,أنثى,42
سعودي,بيشة,منتزه سابه,عسير,ذكر,37
سعودي,ضمد,منتوفه,جازان,أنثى,95
غير سعودي,ضمد,منتوفه,جازان,أنثى,26
سعودي,ضمد,منتوفه,جازان,ذكر,87
غير سعودي,ضمد,منتوفه,جازان,ذكر,33
غير سعودي,ثار,منجم المصانع,نجران,ذكر,39
غير سعودي,ينبع,منجم شركة اسك,المدينة المنورة,ذكر,33
سعودي,ابها (مقر الإمارة),منح الشرف,عسير,أنثى,17
سعودي,ابها (مقر الإمارة),منح الشرف,عسير,ذكر,11
سعودي,ابها (مقر الإمارة),منح المحيا,عسير,أنثى,33
سعودي,ابها (مقر الإمارة),منح المحيا,عسير,ذكر,27
سعودي,القرى,منحل الاسفل,الباحة,ذكر,5
سعودي,القرى,منحل الاعلى,الباحة,أنثى,14
سعودي,القرى,منحل الاعلى,الباحة,ذكر,12
غير سعودي,القرى,منحل الاعلى,الباحة,ذكر,4
سعودي,محايل,منخار (مكداس),عسير,أنثى,113
سعودي,محايل,منخار (مكداس),عسير,ذكر,117
غير سعودي,محايل,منخار (مكداس),عسير,ذكر,5
سعودي,العيدابي,مندر,جازان,أنثى,143
غير سعودي,العيدابي,مندر,جازان,أنثى,51
سعودي,العيدابي,مندر,جازان,ذكر,138
غير سعودي,العيدابي,مندر,جازان,ذكر,63
سعودي,رجال المع,مندر العوص,عسير,أنثى,328
غير سعودي,رجال المع,مندر العوص,عسير,أنثى,95
سعودي,رجال المع,مندر العوص,عسير,ذكر,324
غير سعودي,رجال المع,مندر العوص,عسير,ذكر,166
سعودي,ابها (مقر الإمارة),مندرمربة,عسير,أنثى,794
غير سعودي,ابها (مقر الإمارة),مندرمربة,عسير,أنثى,32
سعودي,ابها (مقر الإمارة),مندرمربة,عسير,ذكر,849
غير سعودي,ابها (مقر الإمارة),مندرمربة,عسير,ذكر,300
سعودي,فرعة غامد الزناد,مندسه,الباحة,أنثى,67
سعودي,فرعة غامد الزناد,مندسه,الباحة,ذكر,67
غير سعودي,فرعة غامد الزناد,مندسه,الباحة,ذكر,6
سعودي,القنفذة,منذر البحيرة,مكة المكرمة,أنثى,24
سعودي,القنفذة,منذر البحيرة,مكة المكرمة,ذكر,44
سعودي,الليث,منسا,مكة المكرمة,أنثى,137
سعودي,الليث,منسا,مكة المكرمة,ذكر,121
سعودي,جازان (مقر الامارة),منسيه,جازان,أنثى,53
غير سعودي,الزلفي,منسيه,الرياض,ذكر,7
سعودي,جازان (مقر الامارة),منسيه,جازان,ذكر,44
غير سعودي,جازان (مقر الامارة),منسيه,جازان,ذكر,7
سعودي,الدرب,منشبه,جازان,أنثى,806
غير سعودي,الدرب,منشبه,جازان,أنثى,11
سعودي,الدرب,منشبه,جازان,ذكر,774
غير سعودي,الدرب,منشبه,جازان,ذكر,63
سعودي,فرعة غامد الزناد,منشله,الباحة,أنثى,80
غير سعودي,فرعة غامد الزناد,منشله,الباحة,أنثى,6
سعودي,فرعة غامد الزناد,منشله,الباحة,ذكر,79
غير سعودي,فرعة غامد الزناد,منشله,الباحة,ذكر,11
سعودي,بارق,منصاب,عسير,أنثى,45
سعودي,محايل,منصاب,عسير,أنثى,340
غير سعودي,محايل,منصاب,عسير,أنثى,3
سعودي,بارق,منصاب,عسير,ذكر,44
سعودي,محايل,منصاب,عسير,ذكر,374
غير سعودي,محايل,منصاب,عسير,ذكر,16
سعودي,تنومة,منصبه,عسير,أنثى,79
سعودي,تنومة,منصبه,عسير,ذكر,92
غير سعودي,تنومة,منصبه,عسير,ذكر,7
سعودي,القرى,منضحه السفلى,الباحة,أنثى,8
سعودي,القرى,منضحه السفلى,الباحة,ذكر,13
غير سعودي,القرى,منضحه السفلى,الباحة,ذكر,5
سعودي,القرى,منضحه العليا,الباحة,أنثى,15
سعودي,القرى,منضحه العليا,الباحة,ذكر,10
سعودي,سكاكا (مقر الامارة),منعا,الجوف,أنثى,7
سعودي,سكاكا (مقر الامارة),منعا,الجوف,ذكر,6
غير سعودي,سكاكا (مقر الامارة),منعا,الجوف,ذكر,8
سعودي,القريات,منفذ الحديثه,الجوف,أنثى,16
غير سعودي,القريات,منفذ الحديثه,الجوف,أنثى,7
سعودي,القريات,منفذ الحديثه,الجوف,ذكر,17
غير سعودي,القريات,منفذ الحديثه,الجوف,ذكر,32
سعودي,شرورة,منفذ الوديعه,نجران,أنثى,5
غير سعودي,شرورة,منفذ الوديعه,نجران,ذكر,128
سعودي,الدائر,منفه,جازان,أنثى,6
سعودي,هروب,منفه,جازان,أنثى,20
سعودي,الدائر,منفه,جازان,ذكر,3
سعودي,هروب,منفه,جازان,ذكر,23
غير سعودي,هروب,منفه,جازان,ذكر,11
سعودي,العارضة,منفوخه,جازان,أنثى,114
غير سعودي,العارضة,منفوخه,جازان,أنثى,33
سعودي,العارضة,منفوخه,جازان,ذكر,100
غير سعودي,العارضة,منفوخه,جازان,ذكر,70
سعودي,يدمة,منقذه,نجران,أنثى,32
سعودي,يدمة,منقذه,نجران,ذكر,22
غير سعودي,يدمة,منقذه,نجران,ذكر,6
سعودي,رجال المع,منقش,عسير,أنثى,12
سعودي,رجال المع,منقش,عسير,ذكر,15
سعودي,العيدابي,منقلا,جازان,أنثى,3
سعودي,العيدابي,منقلا,جازان,ذكر,4
سعودي,الطائف,منقيه,مكة المكرمة,ذكر,3
سعودي,الدائر,منمه,جازان,أنثى,5
سعودي,الدائر,منمه,جازان,ذكر,5
سعودي,الدائر,منمور,جازان,أنثى,18
سعودي,الدائر,منمور,جازان,ذكر,9
سعودي,العيدابي,منميات,جازان,أنثى,16
سعودي,العيدابي,منميات,جازان,ذكر,17
سعودي,هروب,منهبه,جازان,أنثى,26
غير سعودي,هروب,منهبه,جازان,أنثى,19
سعودي,هروب,منهبه,جازان,ذكر,20
غير سعودي,هروب,منهبه,جازان,ذكر,85
غير سعودي,القريات,منوه,الجوف,أنثى,3
سعودي,القريات,منوه,الجوف,ذكر,4
غير سعودي,القريات,منوه,الجوف,ذكر,11
سعودي,الليث,منيخل,مكة المكرمة,أنثى,122
سعودي,الليث,منيخل,مكة المكرمة,ذكر,126
غير سعودي,الليث,منيخل,مكة المكرمة,ذكر,5
غير سعودي,العقيق,منيضيان,الباحة,ذكر,4
سعودي,بيشة,منيع,عسير,أنثى,151
سعودي,بيشة,منيع,عسير,ذكر,166
غير سعودي,بيشة,منيع,عسير,ذكر,41
سعودي,حائل(مقر الامارة),منيفة القاعد,حائل,أنثى,1729
غير سعودي,حائل(مقر الامارة),منيفة القاعد,حائل,أنثى,142
سعودي,حائل(مقر الامارة),منيفة القاعد,حائل,ذكر,1677
غير سعودي,حائل(مقر الامارة),منيفة القاعد,حائل,ذكر,1140
سعودي,الدوادمي,منيفه المغايره,الرياض,أنثى,76
غير سعودي,الدوادمي,منيفه المغايره,الرياض,أنثى,10
سعودي,الدوادمي,منيفه المغايره,الرياض,ذكر,87
غير سعودي,الدوادمي,منيفه المغايره,الرياض,ذكر,19
سعودي,الدوادمي,منيفه جلوي,الرياض,أنثى,74
غير سعودي,الدوادمي,منيفه جلوي,الرياض,أنثى,4
سعودي,الدوادمي,منيفه جلوي,الرياض,ذكر,77
غير سعودي,الدوادمي,منيفه جلوي,الرياض,ذكر,22
سعودي,الدوادمي,منيه,الرياض,أنثى,100
سعودي,الدوادمي,منيه,الرياض,ذكر,102
غير سعودي,الدوادمي,منيه,الرياض,ذكر,14
غير سعودي,الكامل,مهايع,مكة المكرمة,ذكر,5
سعودي,بارق,مهجاج,عسير,أنثى,12
سعودي,بارق,مهجاج,عسير,ذكر,9
سعودي,الكامل,مهد الجراء,مكة المكرمة,أنثى,20
سعودي,الكامل,مهد الجراء,مكة المكرمة,ذكر,11
سعودي,الجموم,مهد الحيل,مكة المكرمة,أنثى,64
سعودي,الجموم,مهد الحيل,مكة المكرمة,ذكر,73
غير سعودي,الجموم,مهد الحيل,مكة المكرمة,ذكر,4
سعودي,المهد,مهد الذهب,المدينة المنورة,أنثى,7980
غير سعودي,المهد,مهد الذهب,المدينة المنورة,أنثى,837
سعودي,المهد,مهد الذهب,المدينة المنورة,ذكر,7729
غير سعودي,المهد,مهد الذهب,المدينة المنورة,ذكر,3726
سعودي,ابها (مقر الإمارة),مهد السر,عسير,أنثى,114
غير سعودي,ابها (مقر الإمارة),مهد السر,عسير,أنثى,10
سعودي,ابها (مقر الإمارة),مهد السر,عسير,ذكر,84
غير سعودي,ابها (مقر الإمارة),مهد السر,عسير,ذكر,51
سعودي,الحرجة,مهد السربه,عسير,أنثى,9
سعودي,الحرجة,مهد السربه,عسير,ذكر,9
سعودي,الكامل,مهد الضمو (الطائف - الصمد),مكة المكرمة,أنثى,42
سعودي,الكامل,مهد الضمو (الطائف - الصمد),مكة المكرمة,ذكر,41
غير سعودي,الكامل,مهد الضمو (الطائف - الصمد),مكة المكرمة,ذكر,6
سعودي,العقيق,مهد الغبه,الباحة,أنثى,58
سعودي,العقيق,مهد الغبه,الباحة,ذكر,57
سعودي,الحرجة,مهد الفقوعه,عسير,أنثى,21
سعودي,الحرجة,مهد الفقوعه,عسير,ذكر,14
سعودي,بيشة,مهد الفيض,عسير,أنثى,200
غير سعودي,بيشة,مهد الفيض,عسير,أنثى,3
سعودي,بيشة,مهد الفيض,عسير,ذكر,188
غير سعودي,بيشة,مهد الفيض,عسير,ذكر,15
سعودي,طريب,مهد الواديين,عسير,أنثى,6
سعودي,طريب,مهد الواديين,عسير,ذكر,6
سعودي,العقيق,مهد شواحط,الباحة,أنثى,35
سعودي,العقيق,مهد شواحط,الباحة,ذكر,37
سعودي,الكامل,مهد شوان,مكة المكرمة,أنثى,6
سعودي,الكامل,مهد شوان,مكة المكرمة,ذكر,6
سعودي,القرى,مهد عشره,الباحة,أنثى,228
غير سعودي,القرى,مهد عشره,الباحة,أنثى,3
سعودي,القرى,مهد عشره,الباحة,ذكر,185
غير سعودي,القرى,مهد عشره,الباحة,ذكر,10
سعودي,العقيق,مهد عمق,الباحة,أنثى,56
سعودي,العقيق,مهد عمق,الباحة,ذكر,55
غير سعودي,العقيق,مهد عمق,الباحة,ذكر,20
سعودي,خميس  مشيط,مهدرويه,عسير,أنثى,23
سعودي,خميس  مشيط,مهدرويه,عسير,ذكر,13
سعودي,تربة,مهدوراخ,مكة المكرمة,أنثى,37
سعودي,تربة,مهدوراخ,مكة المكرمة,ذكر,41
غير سعودي,تربة,مهدوراخ,مكة المكرمة,ذكر,45
سعودي,بيشة,مهر,عسير,أنثى,698
غير سعودي,بيشة,مهر,عسير,أنثى,27
سعودي,بيشة,مهر,عسير,ذكر,699
غير سعودي,بيشة,مهر,عسير,ذكر,81
سعودي,ابها (مقر الإمارة),مهره,عسير,أنثى,104
غير سعودي,ابها (مقر الإمارة),مهره,عسير,أنثى,14
سعودي,ابها (مقر الإمارة),مهره,عسير,ذكر,79
غير سعودي,ابها (مقر الإمارة),مهره,عسير,ذكر,273
سعودي,بارق,مهسه,عسير,أنثى,18
سعودي,بارق,مهسه,عسير,ذكر,14
غير سعودي,بارق,مهسه,عسير,ذكر,5
سعودي,النبهانية,مهيضه,القصيم,أنثى,296
سعودي,عقلة الصقور,مهيضه,القصيم,أنثى,54
سعودي,الطائف,مهيضه,مكة المكرمة,أنثى,11
سعودي,النبهانية,مهيضه,القصيم,ذكر,228
غير سعودي,النبهانية,مهيضه,القصيم,ذكر,19
سعودي,عقلة الصقور,مهيضه,القصيم,ذكر,49
غير سعودي,عقلة الصقور,مهيضه,القصيم,ذكر,6
سعودي,الطائف,مهيضه,مكة المكرمة,ذكر,16
سعودي,الدوادمي,مهيضه ومغيرا,الرياض,أنثى,19
سعودي,الدوادمي,مهيضه ومغيرا,الرياض,ذكر,20
غير سعودي,الدوادمي,مهيضه ومغيرا,الرياض,ذكر,6
غير سعودي,بيشة,مهيوب (الجحر),عسير,ذكر,9
سعودي,فرعة غامد الزناد,مهيوب العمائر,الباحة,أنثى,47
سعودي,فرعة غامد الزناد,مهيوب العمائر,الباحة,ذكر,33
سعودي,العيدابي,مواقع,جازان,أنثى,16
سعودي,العيدابي,مواقع,جازان,ذكر,13
غير سعودي,حائل(مقر الامارة),مواقع تعدينية خاصة بــ(السيليكا),حائل,ذكر,17
سعودي,ميسان,موبل,مكة المكرمة,أنثى,6
غير سعودي,ميسان,موبل,مكة المكرمة,أنثى,4
سعودي,ميسان,موبل,مكة المكرمة,ذكر,3
غير سعودي,ميسان,موبل,مكة المكرمة,ذكر,81
سعودي,بالقرن,موجعه,عسير,أنثى,46
سعودي,بالقرن,موجعه,عسير,ذكر,33
سعودي,سراة عبيدة,موحاء,عسير,أنثى,14
سعودي,سراة عبيدة,موحاء,عسير,ذكر,18
سعودي,المجاردة,مودان,عسير,أنثى,13
سعودي,المجاردة,مودان,عسير,ذكر,18
سعودي,البدع,مورد الشيخ (ابن شهبي),تبوك,أنثى,8
سعودي,البدع,مورد الشيخ (ابن شهبي),تبوك,ذكر,15
سعودي,رفحاء,مورد بن دويهم,الحدود الشمالية,أنثى,22
سعودي,رفحاء,مورد بن دويهم,الحدود الشمالية,ذكر,30
غير سعودي,بقيق,موسسة ناصر علي السحيباني لانشاء الطرق,المنطقة الشرقية,ذكر,372
سعودي,هروب,موسى على,جازان,أنثى,8
سعودي,هروب,موسى على,جازان,ذكر,10
سعودي,الحرث,موشره,جازان,أنثى,24
سعودي,الحرث,موشره,جازان,ذكر,26
غير سعودي,الحرث,موشره,جازان,ذكر,4
غير سعودي,بدر الجنوب,موعاه,نجران,ذكر,5
غير سعودي,العارضة,موقتاده,جازان,ذكر,6
غير سعودي,القويعية,موقع تقطيع الحجاره بخريصه,الرياض,ذكر,61
سعودي,الخرج,موقع حكومي95,الرياض,أنثى,4
سعودي,المزاحمية,موقع حكومي3006,الرياض,أنثى,18
سعودي,المزاحمية,موقع حكومي3006,الرياض,ذكر,22
سعودي,حريملاء,موقع حكومي3244,الرياض,أنثى,3
سعودي,حريملاء,موقع حكومي3244,الرياض,ذكر,10
سعودي,جدة,موقع حكومي3684,مكة المكرمة,أنثى,3
سعودي,رنية,موقع حكومي6748,مكة المكرمة,أنثى,31
غير سعودي,رنية,موقع حكومي6748,مكة المكرمة,أنثى,4
سعودي,رنية,موقع حكومي6748,مكة المكرمة,ذكر,30
غير سعودي,رنية,موقع حكومي6748,مكة المكرمة,ذكر,5
سعودي,بحرة,موقع حكومي7163,مكة المكرمة,أنثى,16
سعودي,بحرة,موقع حكومي7163,مكة المكرمة,ذكر,9
غير سعودي,بحرة,موقع حكومي7163,مكة المكرمة,ذكر,3
سعودي,بحرة,موقع حكومي7167,مكة المكرمة,أنثى,4
سعودي,ينبع,موقع حكومي9929,المدينة المنورة,أنثى,3
سعودي,ينبع,موقع حكومي9929,المدينة المنورة,ذكر,3
سعودي,المهد,موقع حكومي10600,المدينة المنورة,أنثى,9
سعودي,المهد,موقع حكومي10600,المدينة المنورة,ذكر,6
سعودي,الدمام (مقرالامارة),موقع حكومي12976,المنطقة الشرقية,أنثى,4
سعودي,الدمام (مقرالامارة),موقع حكومي12976,المنطقة الشرقية,ذكر,4
سعودي,الاحساء,موقع حكومي13000,المنطقة الشرقية,أنثى,7
سعودي,الاحساء,موقع حكومي13000,المنطقة الشرقية,ذكر,9
سعودي,الخفجي,موقع حكومي13829,المنطقة الشرقية,أنثى,5
سعودي,الخفجي,موقع حكومي13829,المنطقة الشرقية,ذكر,4
سعودي,رأس تنورة,موقع حكومي13855,المنطقة الشرقية,ذكر,5
سعودي,احد رفيدة,موقع حكومي18875,عسير,أنثى,3
سعودي,ضباء,موقع حكومي21654,تبوك,أنثى,4
سعودي,ضباء,موقع حكومي21654,تبوك,ذكر,5
سعودي,حائل(مقر الامارة),موقع حكومي22282,حائل,ذكر,4
سعودي,ابو عريش,موقع حكومي24164,جازان,أنثى,3
سعودي,ابو عريش,موقع حكومي24164,جازان,ذكر,4
سعودي,سكاكا (مقر الامارة),موقع حكومي29859,الجوف,أنثى,3
سعودي,سكاكا (مقر الامارة),موقع حكومي29861,الجوف,أنثى,3
سعودي,سكاكا (مقر الامارة),موقع حكومي29863,الجوف,أنثى,11
سعودي,سكاكا (مقر الامارة),موقع حكومي29863,الجوف,ذكر,12
سعودي,ضباء,موقع حكومي30401,تبوك,أنثى,13
سعودي,ضباء,موقع حكومي30401,تبوك,ذكر,14
غير سعودي,حائل(مقر الامارة),موقع حكومي31473,حائل,ذكر,39
غير سعودي,بقعاء,موقع حكومي31487,حائل,ذكر,15
غير سعودي,بحرة,موقع شركة بلاط المنصور الجزيره للنقل,مكة المكرمة,ذكر,21
غير سعودي,المجمعة,موقف ساسكو وما حوله,الرياض,ذكر,3
سعودي,موقق,موقق,حائل,أنثى,1115
غير سعودي,موقق,موقق,حائل,أنثى,217
سعودي,موقق,موقق,حائل,ذكر,1125
غير سعودي,موقق,موقق,حائل,ذكر,691
سعودي,المندق,مولغ والكعامير,الباحة,أنثى,403
غير سعودي,المندق,مولغ والكعامير,الباحة,أنثى,5
سعودي,المندق,مولغ والكعامير,الباحة,ذكر,363
غير سعودي,المندق,مولغ والكعامير,الباحة,ذكر,68
سعودي,تنومة,مومه,عسير,أنثى,62
غير سعودي,تنومة,مومه,عسير,أنثى,3
سعودي,تنومة,مومه,عسير,ذكر,54
غير سعودي,تنومة,مومه,عسير,ذكر,7
سعودي,القويعية,مويسل,الرياض,أنثى,255
سعودي,القويعية,مويسل,الرياض,ذكر,253
غير سعودي,القويعية,مويسل,الرياض,ذكر,3
سعودي,دومة الجندل,مويسن وساكت,الجوف,أنثى,6
سعودي,دومة الجندل,مويسن وساكت,الجوف,ذكر,7
غير سعودي,دومة الجندل,مويسن وساكت,الجوف,ذكر,5
سعودي,حفر الباطن,ميدان الهجن,المنطقة الشرقية,ذكر,3
غير سعودي,حفر الباطن,ميدان الهجن,المنطقة الشرقية,ذكر,4
سعودي,الاحساء,ميدان بشاير,المنطقة الشرقية,أنثى,6
سعودي,الاحساء,ميدان بشاير,المنطقة الشرقية,ذكر,9
غير سعودي,الاحساء,ميدان بشاير,المنطقة الشرقية,ذكر,4
غير سعودي,الاحساء,ميدكو شركة كهرباء,المنطقة الشرقية,ذكر,6
سعودي,ميسان,ميسان,مكة المكرمة,أنثى,815
غير سعودي,ميسان,ميسان,مكة المكرمة,أنثى,169
سعودي,ميسان,ميسان,مكة المكرمة,ذكر,781
غير سعودي,ميسان,ميسان,مكة المكرمة,ذكر,713
سعودي,طبرجل,ميقوع,الجوف,أنثى,3255
غير سعودي,طبرجل,ميقوع,الجوف,أنثى,61
سعودي,طبرجل,ميقوع,الجوف,ذكر,3199
غير سعودي,طبرجل,ميقوع,الجوف,ذكر,505
سعودي,العرضيات,ميكه,مكة المكرمة,أنثى,69
سعودي,العرضيات,ميكه,مكة المكرمة,ذكر,56
غير سعودي,العرضيات,ميكه,مكة المكرمة,ذكر,9
سعودي,رجال المع,ميمن,عسير,أنثى,12
سعودي,رجال المع,ميمن,عسير,ذكر,13
سعودي,الجبيل,ميناء راس الغار العسكري,المنطقة الشرقية,أنثى,119
غير سعودي,الجبيل,ميناء راس الغار العسكري,المنطقة الشرقية,أنثى,4
سعودي,الجبيل,ميناء راس الغار العسكري,المنطقة الشرقية,ذكر,139
غير سعودي,الجبيل,ميناء راس الغار العسكري,المنطقة الشرقية,ذكر,73
سعودي,بالقرن,ميي,عسير,أنثى,23
سعودي,بالقرن,ميي,عسير,ذكر,17
سعودي,بيشة,نابط والملح,عسير,أنثى,11
غير سعودي,بيشة,نابط والملح,عسير,أنثى,3
سعودي,بيشة,نابط والملح,عسير,ذكر,13
غير سعودي,بيشة,نابط والملح,عسير,ذكر,4
سعودي,ضباء,نابع داما,تبوك,أنثى,37
سعودي,ضباء,نابع داما,تبوك,ذكر,23
غير سعودي,ضباء,نابع داما,تبوك,ذكر,23
سعودي,بيشة,ناث,عسير,أنثى,40
سعودي,بيشة,ناث,عسير,ذكر,38
غير سعودي,بيشة,ناث,عسير,ذكر,5
سعودي,ابها (مقر الإمارة),ناجح,عسير,أنثى,54
غير سعودي,ابها (مقر الإمارة),ناجح,عسير,أنثى,3
سعودي,ابها (مقر الإمارة),ناجح,عسير,ذكر,54
غير سعودي,ابها (مقر الإمارة),ناجح,عسير,ذكر,7
سعودي,العرضيات,ناخسه,مكة المكرمة,أنثى,82
سعودي,العرضيات,ناخسه,مكة المكرمة,ذكر,66
غير سعودي,العرضيات,ناخسه,مكة المكرمة,ذكر,6
سعودي,ابها (مقر الإمارة),ناسب,عسير,أنثى,35
سعودي,ابها (مقر الإمارة),ناسب,عسير,ذكر,37
غير سعودي,ابها (مقر الإمارة),ناسب,عسير,ذكر,4
سعودي,بالقرن,ناصحه,عسير,أنثى,26
سعودي,بالقرن,ناصحه,عسير,ذكر,29
سعودي,النبهانية,ناصفة ابان الاحمر,القصيم,أنثى,82
سعودي,النبهانية,ناصفة ابان الاحمر,القصيم,ذكر,96
غير سعودي,النبهانية,ناصفة ابان الاحمر,القصيم,ذكر,6
سعودي,الموية,ناصفه الابرق,مكة المكرمة,أنثى,112
سعودي,الموية,ناصفه الابرق,مكة المكرمة,ذكر,110
غير سعودي,الموية,ناصفه الابرق,مكة المكرمة,ذكر,6
سعودي,بريدة (مقرالامارة),ناضره ام ثميد,القصيم,أنثى,12
سعودي,بريدة (مقرالامارة),ناضره ام ثميد,القصيم,ذكر,11
غير سعودي,بريدة (مقرالامارة),ناضره ام ثميد,القصيم,ذكر,5
سعودي,هروب,نامره,جازان,أنثى,35
سعودي,هروب,نامره,جازان,ذكر,25
سعودي,ميسان,ناهيه,مكة المكرمة,أنثى,45
سعودي,ميسان,ناهيه,مكة المكرمة,ذكر,34
سعودي,المخواة,ناوان,الباحة,أنثى,872
غير سعودي,المخواة,ناوان,الباحة,أنثى,61
سعودي,المخواة,ناوان,الباحة,ذكر,871
غير سعودي,المخواة,ناوان,الباحة,ذكر,254
سعودي,عفيف,نايفية,الرياض,أنثى,26
سعودي,عفيف,نايفية,الرياض,ذكر,44
سعودي,موقق,نايلات,حائل,أنثى,65
سعودي,موقق,نايلات,حائل,ذكر,67
غير سعودي,موقق,نايلات,حائل,ذكر,3
