,الجنسية,المحافظة,المدينة,المنطقة,النوع,السكان
34746,غير سعودي,بريدة (مقرالامارة),حي الجامعية,القصيم,ذكر,15
34747,سعودي,وادي الفرع,حي الرحاب,المدينة المنورة,أنثى,168
34748,غير سعودي,وادي الفرع,حي الرحاب,المدينة المنورة,أنثى,7
34749,سعودي,وادي الفرع,حي الرحاب,المدينة المنورة,ذكر,139
34750,غير سعودي,وادي الفرع,حي الرحاب,المدينة المنورة,ذكر,70
34751,سعودي,مكة المكرمة (مقر الإمارة),حي الرياض,مكة المكرمة,أنثى,595
34752,غير سعودي,مكة المكرمة (مقر الإمارة),حي الرياض,مكة المكرمة,أنثى,152
34753,سعودي,مكة المكرمة (مقر الإمارة),حي الرياض,مكة المكرمة,ذكر,592
34754,غير سعودي,مكة المكرمة (مقر الإمارة),حي الرياض,مكة المكرمة,ذكر,781
34755,سعودي,أضم,حي السليمانيه,مكة المكرمة,أنثى,51
34756,غير سعودي,أضم,حي السليمانيه,مكة المكرمة,أنثى,3
34757,سعودي,أضم,حي السليمانيه,مكة المكرمة,ذكر,52
34758,غير سعودي,أضم,حي السليمانيه,مكة المكرمة,ذكر,5
34759,سعودي,وادي الفرع,حي السيح,المدينة المنورة,أنثى,23
34760,سعودي,وادي الفرع,حي السيح,المدينة المنورة,ذكر,27
34761,سعودي,وادي الفرع,حي السيف,المدينة المنورة,أنثى,6
34762,سعودي,وادي الفرع,حي السيف,المدينة المنورة,ذكر,7
34763,سعودي,القويعية,حي الشفاوي,الرياض,أنثى,10
34764,سعودي,القويعية,حي الشفاوي,الرياض,ذكر,9
34765,سعودي,تثليث,حي المنصوره,عسير,أنثى,44
34766,سعودي,تثليث,حي المنصوره,عسير,ذكر,48
34767,سعودي,وادي الفرع,حي بن جامع,المدينة المنورة,أنثى,22
34768,سعودي,وادي الفرع,حي بن جامع,المدينة المنورة,ذكر,25
34769,سعودي,الدوادمي,حي شعلانه,الرياض,أنثى,14
34770,سعودي,الدوادمي,حي شعلانه,الرياض,ذكر,16
34771,غير سعودي,الدوادمي,حي شعلانه,الرياض,ذكر,12
34772,سعودي,الدائر,حياف ال مروح,جازان,أنثى,31
34773,سعودي,الدائر,حياف ال مروح,جازان,ذكر,33
34774,سعودي,العارضة,حياف   قفا,جازان,أنثى,16
34775,سعودي,العارضة,حياف   قفا,جازان,ذكر,16
34776,سعودي,العارضة,حيال,جازان,أنثى,63
34777,سعودي,العارضة,حيال,جازان,ذكر,62
34778,سعودي,الدائر,حيد الحزنه,جازان,أنثى,17
34779,سعودي,الدائر,حيد الحزنه,جازان,ذكر,18
34780,سعودي,رجال المع,حيد الحلل,عسير,أنثى,5
34781,سعودي,الدائر,حيد الحمره,جازان,أنثى,41
34782,سعودي,الدائر,حيد الحمره,جازان,ذكر,34
34783,سعودي,الدائر,حيد الشدان,جازان,أنثى,106
34784,سعودي,الدائر,حيد الشدان,جازان,ذكر,83
34785,غير سعودي,الدائر,حيد الشدان,جازان,ذكر,18
34786,سعودي,الدائر,حيد العقبه,جازان,أنثى,54
34787,سعودي,الدائر,حيد العقبه,جازان,ذكر,44
34788,سعودي,الدائر,حيد القريثى,جازان,أنثى,76
34789,سعودي,الدائر,حيد القريثى,جازان,ذكر,67
34790,سعودي,الدائر,حيد المشربه,جازان,أنثى,31
34791,سعودي,الدائر,حيد المشربه,جازان,ذكر,23
34792,غير سعودي,الدائر,حيد المشربه,جازان,ذكر,4
34793,سعودي,العيدابي,حيد خضران,جازان,أنثى,22
34794,سعودي,العيدابي,حيد خضران,جازان,ذكر,16
34795,سعودي,المجاردة,حيد عبس,عسير,أنثى,183
34796,غير سعودي,المجاردة,حيد عبس,عسير,أنثى,8
34797,سعودي,المجاردة,حيد عبس,عسير,ذكر,155
34798,غير سعودي,المجاردة,حيد عبس,عسير,ذكر,71
34799,سعودي,العيدابي,حيد قباره,جازان,أنثى,17
34800,سعودي,العيدابي,حيد قباره,جازان,ذكر,19
34801,سعودي,العيدابي,حيد وغره,جازان,أنثى,24
34802,سعودي,العيدابي,حيد وغره,جازان,ذكر,22
34803,سعودي,فيفا,حيدان,جازان,أنثى,60
34804,سعودي,فيفا,حيدان,جازان,ذكر,53
34805,غير سعودي,فيفا,حيدان,جازان,ذكر,4
34806,سعودي,الا مواة,حيدره,عسير,أنثى,13
34807,سعودي,الا مواة,حيدره,عسير,ذكر,13
34808,سعودي,محايل,حيسن,عسير,أنثى,17
34809,سعودي,محايل,حيسن,عسير,ذكر,14
34810,سعودي,أضم,حيصل الاسفل,مكة المكرمة,أنثى,117
34811,غير سعودي,أضم,حيصل الاسفل,مكة المكرمة,أنثى,8
34812,سعودي,أضم,حيصل الاسفل,مكة المكرمة,ذكر,94
34813,غير سعودي,أضم,حيصل الاسفل,مكة المكرمة,ذكر,33
34814,سعودي,أضم,حيصل الاعلى,مكة المكرمة,أنثى,11
34815,سعودي,أضم,حيصل الاعلى,مكة المكرمة,ذكر,11
34816,سعودي,الموية,حيلان (بشر ابن نيمان),مكة المكرمة,أنثى,73
34817,سعودي,الموية,حيلان (بشر ابن نيمان),مكة المكرمة,ذكر,66
34818,غير سعودي,الموية,حيلان (بشر ابن نيمان),مكة المكرمة,ذكر,13
34819,سعودي,ابها (مقر الإمارة),حيله,عسير,أنثى,24
34820,سعودي,ابها (مقر الإمارة),حيله,عسير,ذكر,28
34821,سعودي,محايل,حيله المنجحه,عسير,أنثى,68
34822,سعودي,محايل,حيله المنجحه,عسير,ذكر,64
34823,سعودي,ابو عريش,حيله طفيل,جازان,أنثى,10
34824,سعودي,ابو عريش,حيله طفيل,جازان,ذكر,9
34825,سعودي,فيفا,حيين,جازان,أنثى,23
34826,سعودي,فيفا,حيين,جازان,ذكر,16
34827,سعودي,طريب,خابره,عسير,أنثى,294
34828,سعودي,طريب,خابره,عسير,ذكر,266
34829,غير سعودي,طريب,خابره,عسير,ذكر,3
34830,سعودي,النماص,خارف,عسير,أنثى,6
34831,سعودي,النماص,خارف,عسير,ذكر,9
34832,سعودي,النماص,خازم,عسير,أنثى,49
34833,سعودي,النماص,خازم,عسير,ذكر,38
34834,سعودي,الدائر,خاشر,جازان,أنثى,94
34835,سعودي,الدائر,خاشر,جازان,ذكر,113
34836,غير سعودي,الدائر,خاشر,جازان,ذكر,5
34837,سعودي,الحجرة,خاشع دثينه,الباحة,أنثى,11
34838,سعودي,الحجرة,خاشع دثينه,الباحة,ذكر,7
34839,سعودي,المجاردة,خاط,عسير,أنثى,82
34840,غير سعودي,المجاردة,خاط,عسير,أنثى,9
34841,سعودي,المجاردة,خاط,عسير,ذكر,68
34842,غير سعودي,المجاردة,خاط,عسير,ذكر,18
34843,سعودي,الطائف,خالده,مكة المكرمة,أنثى,19
34844,سعودي,الطائف,خالده,مكة المكرمة,ذكر,28
34845,غير سعودي,الطائف,خالده,مكة المكرمة,ذكر,3
34846,سعودي,العارضة,خالف الصيابه,جازان,أنثى,341
34847,غير سعودي,العارضة,خالف الصيابه,جازان,أنثى,54
34848,سعودي,العارضة,خالف الصيابه,جازان,ذكر,334
34849,غير سعودي,العارضة,خالف الصيابه,جازان,ذكر,108
34850,سعودي,العارضة,خالف العشه,جازان,أنثى,39
34851,غير سعودي,العارضة,خالف العشه,جازان,أنثى,18
34852,سعودي,العارضة,خالف العشه,جازان,ذكر,44
34853,غير سعودي,العارضة,خالف العشه,جازان,ذكر,29
34854,سعودي,أضم,خالف القبر,مكة المكرمة,أنثى,23
34855,سعودي,أضم,خالف القبر,مكة المكرمة,ذكر,18
34856,سعودي,العارضة,خالف القيسي,جازان,أنثى,22
34857,سعودي,العارضة,خالف القيسي,جازان,ذكر,22
34858,سعودي,العارضة,خالف النكر,جازان,أنثى,159
34859,غير سعودي,العارضة,خالف النكر,جازان,أنثى,47
34860,سعودي,العارضة,خالف النكر,جازان,ذكر,165
34861,غير سعودي,العارضة,خالف النكر,جازان,ذكر,64
34862,سعودي,صبياء,خالف محمد,جازان,أنثى,3
34863,سعودي,صبياء,خالف محمد,جازان,ذكر,6
34864,سعودي,العيدابي,خالفت السيال,جازان,أنثى,7
34865,غير سعودي,العيدابي,خالفت السيال,جازان,أنثى,24
34866,سعودي,العيدابي,خالفت السيال,جازان,ذكر,6
34867,غير سعودي,العيدابي,خالفت السيال,جازان,ذكر,23
34868,سعودي,العارضة,خالفه البرق,جازان,أنثى,9
34869,سعودي,العارضة,خالفه البرق,جازان,ذكر,11
34870,سعودي,العارضة,خالفه ام جبر,جازان,أنثى,87
34871,غير سعودي,العارضة,خالفه ام جبر,جازان,أنثى,3
34872,سعودي,العارضة,خالفه ام جبر,جازان,ذكر,79
34873,غير سعودي,العارضة,خالفه ام جبر,جازان,ذكر,10
34874,سعودي,ميسان,خايع,مكة المكرمة,ذكر,3
34875,سعودي,رجال المع,خايع اشواط,عسير,أنثى,63
34876,سعودي,رجال المع,خايع اشواط,عسير,ذكر,63
34877,غير سعودي,رجال المع,خايع اشواط,عسير,ذكر,12
34878,سعودي,محايل,خايع السويداء,عسير,أنثى,145
34879,غير سعودي,محايل,خايع السويداء,عسير,أنثى,7
34880,سعودي,محايل,خايع السويداء,عسير,ذكر,147
34881,غير سعودي,محايل,خايع السويداء,عسير,ذكر,93
34882,سعودي,بريدة (مقرالامارة),خب الحلوه,القصيم,أنثى,127
34883,غير سعودي,بريدة (مقرالامارة),خب الحلوه,القصيم,أنثى,14
34884,سعودي,بريدة (مقرالامارة),خب الحلوه,القصيم,ذكر,120
34885,غير سعودي,بريدة (مقرالامارة),خب الحلوه,القصيم,ذكر,40
34886,غير سعودي,الزلفي,خب الرضم,الرياض,ذكر,16
34887,سعودي,رجال المع,خب الشرم,عسير,أنثى,34
34888,سعودي,رجال المع,خب الشرم,عسير,ذكر,39
34889,غير سعودي,الزلفي,خب القرو ومزارع,الرياض,ذكر,4
34890,سعودي,بريدة (مقرالامارة),خب الكيفه,القصيم,أنثى,9
34891,غير سعودي,بريدة (مقرالامارة),خب الكيفه,القصيم,أنثى,5
34892,سعودي,بريدة (مقرالامارة),خب الكيفه,القصيم,ذكر,10
34893,غير سعودي,بريدة (مقرالامارة),خب الكيفه,القصيم,ذكر,69
34894,سعودي,محايل,خب خرجان,عسير,أنثى,61
34895,سعودي,محايل,خب خرجان,عسير,ذكر,57
34896,غير سعودي,محايل,خب خرجان,عسير,ذكر,8
34897,سعودي,بريدة (مقرالامارة),خب روضان,القصيم,أنثى,75
34898,غير سعودي,بريدة (مقرالامارة),خب روضان,القصيم,أنثى,5
34899,سعودي,بريدة (مقرالامارة),خب روضان,القصيم,ذكر,77
34900,غير سعودي,بريدة (مقرالامارة),خب روضان,القصيم,ذكر,101
34901,سعودي,الدائر,خبا,جازان,أنثى,4
34902,سعودي,الدائر,خبا,جازان,ذكر,8
34903,سعودي,القرى,خباب,الباحة,أنثى,243
34904,غير سعودي,القرى,خباب,الباحة,أنثى,3
34905,سعودي,ابها (مقر الإمارة),خباب,عسير,أنثى,21
34906,سعودي,الطائف,خباب,مكة المكرمة,أنثى,43
34907,سعودي,القرى,خباب,الباحة,ذكر,206
34908,غير سعودي,القرى,خباب,الباحة,ذكر,18
34909,سعودي,ابها (مقر الإمارة),خباب,عسير,ذكر,13
34910,غير سعودي,ابها (مقر الإمارة),خباب,عسير,ذكر,4
34911,سعودي,الطائف,خباب,مكة المكرمة,ذكر,55
34912,غير سعودي,الطائف,خباب,مكة المكرمة,ذكر,3
34913,سعودي,العارضة,خباره,جازان,أنثى,16
34914,سعودي,العارضة,خباره,جازان,ذكر,12
34915,سعودي,خباش,خباش,نجران,أنثى,2833
34916,غير سعودي,خباش,خباش,نجران,أنثى,229
34917,سعودي,خباش,خباش,نجران,ذكر,2821
34918,غير سعودي,خباش,خباش,نجران,ذكر,1299
34919,غير سعودي,الأسياح,خبة الدخول,القصيم,ذكر,3
34920,سعودي,صامطة,خبت الخارش  ومزارعة,جازان,أنثى,3701
34921,غير سعودي,صامطة,خبت الخارش  ومزارعة,جازان,أنثى,658
34922,سعودي,صامطة,خبت الخارش  ومزارعة,جازان,ذكر,3588
34923,غير سعودي,صامطة,خبت الخارش  ومزارعة,جازان,ذكر,682
34924,سعودي,ضمد,خبت الفلق,جازان,أنثى,10
34925,سعودي,ضمد,خبت الفلق,جازان,ذكر,15
34926,غير سعودي,ضمد,خبت الفلق,جازان,ذكر,136
34927,سعودي,ابو عريش,خبت سعيد,جازان,أنثى,715
34928,غير سعودي,ابو عريش,خبت سعيد,جازان,أنثى,27
34929,سعودي,ابو عريش,خبت سعيد,جازان,ذكر,673
34930,غير سعودي,ابو عريش,خبت سعيد,جازان,ذكر,128
34931,سعودي,صامطة,خبت محمد علي,جازان,أنثى,127
34932,غير سعودي,صامطة,خبت محمد علي,جازان,أنثى,593
34933,سعودي,صامطة,خبت محمد علي,جازان,ذكر,137
34934,غير سعودي,صامطة,خبت محمد علي,جازان,ذكر,537
34935,سعودي,الدرب,خبث بن جبران,جازان,أنثى,147
34936,سعودي,الدرب,خبث بن جبران,جازان,ذكر,160
34937,غير سعودي,الدرب,خبث بن جبران,جازان,ذكر,14
34938,سعودي,الحائط,خبراء البويب,حائل,أنثى,5
34939,سعودي,الحائط,خبراء البويب,حائل,ذكر,8
34940,سعودي,بقعاء,خبراء شمر الشريهة,حائل,أنثى,7
34941,سعودي,بقعاء,خبراء شمر الشريهة,حائل,ذكر,4
34942,غير سعودي,بقعاء,خبراء شمر الشريهة,حائل,ذكر,20
34943,سعودي,بقعاء,خبراء شمر الشيفان,حائل,أنثى,50
34944,غير سعودي,بقعاء,خبراء شمر الشيفان,حائل,أنثى,3
34945,سعودي,بقعاء,خبراء شمر الشيفان,حائل,ذكر,41
34946,غير سعودي,بقعاء,خبراء شمر الشيفان,حائل,ذكر,21
34947,غير سعودي,المزاحمية,خبراء فاران,الرياض,ذكر,3
34948,سعودي,محايل,خبزة,عسير,أنثى,7
34949,سعودي,محايل,خبزة,عسير,ذكر,8
34950,سعودي,فرعة غامد الزناد,خبه,الباحة,أنثى,14
34951,سعودي,سراة عبيدة,خبه,عسير,أنثى,31
34952,سعودي,أضم,خبه,مكة المكرمة,أنثى,5
34953,سعودي,فرعة غامد الزناد,خبه,الباحة,ذكر,9
34954,غير سعودي,فرعة غامد الزناد,خبه,الباحة,ذكر,3
34955,سعودي,سراة عبيدة,خبه,عسير,ذكر,26
34956,سعودي,الأسياح,خبه الدخول,القصيم,ذكر,5
34957,غير سعودي,الأسياح,خبه الدخول,القصيم,ذكر,3
34958,سعودي,المخواة,خبه والعجاريد,الباحة,أنثى,183
34959,غير سعودي,المخواة,خبه والعجاريد,الباحة,أنثى,5
34960,سعودي,المخواة,خبه والعجاريد,الباحة,ذكر,178
34961,غير سعودي,المخواة,خبه والعجاريد,الباحة,ذكر,11
34962,سعودي,المزاحمية,خبيب الريم,الرياض,أنثى,13
34963,غير سعودي,المزاحمية,خبيب الريم,الرياض,أنثى,6
34964,سعودي,المزاحمية,خبيب الريم,الرياض,ذكر,12
34965,غير سعودي,المزاحمية,خبيب الريم,الرياض,ذكر,11
34966,سعودي,حفر الباطن,خبيراء,المنطقة الشرقية,أنثى,8
34967,غير سعودي,حفر الباطن,خبيراء,المنطقة الشرقية,أنثى,6
34968,سعودي,حفر الباطن,خبيراء,المنطقة الشرقية,ذكر,7
34969,غير سعودي,حفر الباطن,خبيراء,المنطقة الشرقية,ذكر,16
34970,سعودي,فرسان,ختب,جازان,أنثى,246
34971,غير سعودي,فرسان,ختب,جازان,أنثى,11
34972,سعودي,فرسان,ختب,جازان,ذكر,211
34973,غير سعودي,فرسان,ختب,جازان,ذكر,17
34974,سعودي,تثليث,ختلان,عسير,أنثى,21
34975,سعودي,تثليث,ختلان,عسير,ذكر,14
34976,غير سعودي,تثليث,ختلان,عسير,ذكر,9
34977,سعودي,الطائف,خد الحاج,مكة المكرمة,أنثى,97
34978,سعودي,الطائف,خد الحاج,مكة المكرمة,ذكر,81
34979,غير سعودي,الطائف,خد الحاج,مكة المكرمة,ذكر,30
34980,سعودي,تربة,خد العشر,مكة المكرمة,أنثى,10
34981,سعودي,تربة,خد العشر,مكة المكرمة,ذكر,11
34982,غير سعودي,تربة,خد العشر,مكة المكرمة,ذكر,3
34983,سعودي,رنية,خدان,مكة المكرمة,أنثى,302
34984,غير سعودي,رنية,خدان,مكة المكرمة,أنثى,3
34985,سعودي,رنية,خدان,مكة المكرمة,ذكر,317
34986,غير سعودي,رنية,خدان,مكة المكرمة,ذكر,147
34987,سعودي,الدائر,خدور,جازان,ذكر,4
34988,سعودي,الحجرة,خدور ذي ورق(الباطن),الباحة,أنثى,13
34989,سعودي,الحجرة,خدور ذي ورق(الباطن),الباحة,ذكر,15
34990,غير سعودي,قلوة,خدور وادى ضبا,الباحة,ذكر,3
34991,سعودي,قلوة,خدور وادى عشره,الباحة,أنثى,41
34992,سعودي,قلوة,خدور وادى عشره,الباحة,ذكر,63
34993,سعودي,أضم,خذى,مكة المكرمة,أنثى,20
34994,سعودي,أضم,خذى,مكة المكرمة,ذكر,21
34995,سعودي,الطائف,خر الجعده,مكة المكرمة,أنثى,5
34996,غير سعودي,الطائف,خر الجعده,مكة المكرمة,أنثى,17
34997,سعودي,الطائف,خر الجعده,مكة المكرمة,ذكر,3
34998,غير سعودي,الطائف,خر الجعده,مكة المكرمة,ذكر,21
34999,سعودي,رجال المع,خرار,عسير,أنثى,110
35000,غير سعودي,رجال المع,خرار,عسير,أنثى,26
35001,سعودي,رجال المع,خرار,عسير,ذكر,123
35002,غير سعودي,رجال المع,خرار,عسير,ذكر,47
35003,سعودي,سراة عبيدة,خراص,عسير,أنثى,10
35004,سعودي,سراة عبيدة,خراص,عسير,ذكر,7
35005,سعودي,أضم,خراص (حزامى),مكة المكرمة,أنثى,24
35006,سعودي,أضم,خراص (حزامى),مكة المكرمة,ذكر,24
35007,غير سعودي,أضم,خراص (حزامى),مكة المكرمة,ذكر,6
35008,سعودي,العيص,خران وام جيش,المدينة المنورة,أنثى,5
35009,سعودي,الوجة,خرباء,تبوك,أنثى,180
35010,غير سعودي,الوجة,خرباء,تبوك,أنثى,8
35011,سعودي,الوجة,خرباء,تبوك,ذكر,205
35012,غير سعودي,الوجة,خرباء,تبوك,ذكر,27
35013,سعودي,الرين,خربقا,الرياض,أنثى,11
35014,سعودي,الرين,خربقا,الرياض,ذكر,8
35015,سعودي,العارضة,خرت عين العناق,جازان,أنثى,106
35016,سعودي,العارضة,خرت عين العناق,جازان,ذكر,127
35017,غير سعودي,العارضة,خرت عين العناق,جازان,ذكر,9
35018,سعودي,المهد,خرجا,المدينة المنورة,أنثى,242
35019,غير سعودي,المهد,خرجا,المدينة المنورة,أنثى,8
35020,سعودي,المهد,خرجا,المدينة المنورة,ذكر,214
35021,غير سعودي,المهد,خرجا,المدينة المنورة,ذكر,70
35022,سعودي,بارق,خرزات ( حقو متروى),عسير,أنثى,12
35023,سعودي,بارق,خرزات ( حقو متروى),عسير,ذكر,5
35024,سعودي,بيشة,خرص,عسير,أنثى,21
35025,سعودي,بيشة,خرص,عسير,ذكر,25
35026,غير سعودي,بيشة,خرص,عسير,ذكر,5
35027,غير سعودي,ابها (مقر الإمارة),خرص (مجموعة كسارات),عسير,ذكر,3
35028,سعودي,صبياء,خرفوشه,جازان,أنثى,155
35029,سعودي,صبياء,خرفوشه,جازان,ذكر,147
35030,غير سعودي,صبياء,خرفوشه,جازان,ذكر,14
35031,سعودي,فيفا,خرقه,جازان,أنثى,34
35032,سعودي,فيفا,خرقه,جازان,ذكر,38
35033,سعودي,القنفذة,خرم المحرقه,مكة المكرمة,أنثى,26
35034,سعودي,القنفذة,خرم المحرقه,مكة المكرمة,ذكر,35
35035,سعودي,العقيق,خره,الباحة,أنثى,11
35036,سعودي,العقيق,خره,الباحة,ذكر,18
35037,سعودي,الدوادمي,خريسان وحجيلانة,الرياض,أنثى,10
35038,سعودي,الدوادمي,خريسان وحجيلانة,الرياض,ذكر,5
35039,غير سعودي,الدوادمي,خريسان وحجيلانة,الرياض,ذكر,4
35040,سعودي,الاحساء,خريص,المنطقة الشرقية,أنثى,25
35041,غير سعودي,الاحساء,خريص,المنطقة الشرقية,أنثى,3
35042,سعودي,الاحساء,خريص,المنطقة الشرقية,ذكر,32
35043,غير سعودي,الاحساء,خريص,المنطقة الشرقية,ذكر,32
35044,غير سعودي,القويعية,خريصه,الرياض,ذكر,4
35045,غير سعودي,الليث,خريق الحسن,مكة المكرمة,ذكر,13
35046,سعودي,الحجرة,خريق الحمسه,الباحة,أنثى,11
35047,سعودي,الحجرة,خريق الحمسه,الباحة,ذكر,13
35048,سعودي,الحجرة,خريق الروزه,الباحة,أنثى,7
35049,سعودي,الحجرة,خريق الروزه,الباحة,ذكر,10
35050,غير سعودي,الحجرة,خريق الروزه,الباحة,ذكر,5
35051,سعودي,الحجرة,خريق سعد,الباحة,أنثى,5
35052,سعودي,الحجرة,خريق سعد,الباحة,ذكر,4
35053,سعودي,الدوادمي,خريمان,الرياض,أنثى,110
35054,غير سعودي,الدوادمي,خريمان,الرياض,أنثى,5
35055,سعودي,الدوادمي,خريمان,الرياض,ذكر,108
35056,غير سعودي,الدوادمي,خريمان,الرياض,ذكر,37
35057,سعودي,المذنب,خريمان الاشقر,القصيم,أنثى,142
35058,غير سعودي,المذنب,خريمان الاشقر,القصيم,أنثى,9
35059,سعودي,المذنب,خريمان الاشقر,القصيم,ذكر,127
35060,غير سعودي,المذنب,خريمان الاشقر,القصيم,ذكر,21
35061,سعودي,المذنب,خريمان الشمالي,القصيم,أنثى,171
35062,غير سعودي,المذنب,خريمان الشمالي,القصيم,أنثى,13
35063,سعودي,المذنب,خريمان الشمالي,القصيم,ذكر,188
35064,غير سعودي,المذنب,خريمان الشمالي,القصيم,ذكر,40
35065,سعودي,القنفذة,خريه,مكة المكرمة,أنثى,205
35066,غير سعودي,القنفذة,خريه,مكة المكرمة,أنثى,4
35067,سعودي,القنفذة,خريه,مكة المكرمة,ذكر,200
35068,غير سعودي,القنفذة,خريه,مكة المكرمة,ذكر,40
35069,سعودي,القنفذة,خزاعه,مكة المكرمة,أنثى,45
35070,سعودي,القنفذة,خزاعه,مكة المكرمة,ذكر,28
35071,غير سعودي,القنفذة,خزاعه,مكة المكرمة,ذكر,4
35072,سعودي,هروب,خسبه,جازان,أنثى,62
35073,سعودي,هروب,خسبه,جازان,ذكر,82
35074,سعودي,الجموم,خسلف,مكة المكرمة,أنثى,229
35075,غير سعودي,الجموم,خسلف,مكة المكرمة,أنثى,7
35076,سعودي,الجموم,خسلف,مكة المكرمة,ذكر,225
35077,غير سعودي,الجموم,خسلف,مكة المكرمة,ذكر,47
35078,سعودي,رابغ,خسلف والشلول,مكة المكرمة,أنثى,115
35079,سعودي,رابغ,خسلف والشلول,مكة المكرمة,ذكر,114
35080,سعودي,مكة المكرمة (مقر الإمارة),خشاع الجوابره,مكة المكرمة,أنثى,4
35081,سعودي,مكة المكرمة (مقر الإمارة),خشاع الجوابره,مكة المكرمة,ذكر,6
35082,سعودي,النماص,خشرم,عسير,أنثى,58
35083,سعودي,النماص,خشرم,عسير,ذكر,50
35084,غير سعودي,النماص,خشرم,عسير,ذكر,6
35085,سعودي,قلوة,خشعان,الباحة,أنثى,48
35086,سعودي,محايل,خشعان,عسير,أنثى,71
35087,سعودي,قلوة,خشعان,الباحة,ذكر,63
35088,غير سعودي,قلوة,خشعان,الباحة,ذكر,12
35089,سعودي,محايل,خشعان,عسير,ذكر,76
35090,غير سعودي,محايل,خشعان,عسير,ذكر,11
35091,سعودي,الريث,خشم,جازان,أنثى,16
35092,سعودي,الريث,خشم,جازان,ذكر,12
35093,سعودي,العرضيات,خشم الباب,مكة المكرمة,أنثى,284
35094,سعودي,العرضيات,خشم الباب,مكة المكرمة,ذكر,232
35095,غير سعودي,العرضيات,خشم الباب,مكة المكرمة,ذكر,64
35096,سعودي,العديد,خشم الزينه,المنطقة الشرقية,ذكر,3
35097,غير سعودي,العديد,خشم الزينه,المنطقة الشرقية,ذكر,101
35098,سعودي,ضباء,خشم الظبيبه,تبوك,أنثى,72
35099,سعودي,ضباء,خشم الظبيبه,تبوك,ذكر,68
35100,غير سعودي,ضباء,خشم الظبيبه,تبوك,ذكر,10
35101,غير سعودي,نجران (مقر الامارة),خشم العان,نجران,ذكر,3
35102,سعودي,رنية,خشم سلي,مكة المكرمة,أنثى,17
35103,سعودي,رنية,خشم سلي,مكة المكرمة,ذكر,20
35104,غير سعودي,رنية,خشم سلي,مكة المكرمة,ذكر,4
35105,سعودي,سراة عبيدة,خشم عنقار,عسير,أنثى,35
35106,سعودي,سراة عبيدة,خشم عنقار,عسير,ذكر,49
35107,غير سعودي,سراة عبيدة,خشم عنقار,عسير,ذكر,25
35108,سعودي,قلوة,خشم مسكه,الباحة,أنثى,34
35109,سعودي,قلوة,خشم مسكه,الباحة,ذكر,29
35110,غير سعودي,قلوة,خشم مسكه,الباحة,ذكر,3
35111,سعودي,بريدة (مقرالامارة),خشيبى الحضر القديم,القصيم,أنثى,108
35112,غير سعودي,بريدة (مقرالامارة),خشيبى الحضر القديم,القصيم,أنثى,6
35113,سعودي,بريدة (مقرالامارة),خشيبى الحضر القديم,القصيم,ذكر,104
35114,غير سعودي,بريدة (مقرالامارة),خشيبى الحضر القديم,القصيم,ذكر,23
35115,سعودي,الأسياح,خصيبه,القصيم,أنثى,1937
35116,غير سعودي,الأسياح,خصيبه,القصيم,أنثى,72
35117,سعودي,الأسياح,خصيبه,القصيم,ذكر,1992
35118,غير سعودي,الأسياح,خصيبه,القصيم,ذكر,528
35119,سعودي,خميس  مشيط,خضار,عسير,أنثى,38
35120,سعودي,خميس  مشيط,خضار,عسير,ذكر,45
35121,غير سعودي,خميس  مشيط,خضار,عسير,ذكر,3
35122,سعودي,الدائر,خضاضه,جازان,أنثى,10
35123,سعودي,الدائر,خضاضه,جازان,ذكر,7
35124,سعودي,عفيف,خضراء,الرياض,أنثى,40
35125,غير سعودي,عفيف,خضراء,الرياض,أنثى,3
35126,سعودي,النبهانية,خضراء,القصيم,أنثى,167
35127,غير سعودي,النبهانية,خضراء,القصيم,أنثى,3
35128,سعودي,عفيف,خضراء,الرياض,ذكر,34
35129,غير سعودي,عفيف,خضراء,الرياض,ذكر,3
35130,سعودي,النبهانية,خضراء,القصيم,ذكر,149
35131,غير سعودي,النبهانية,خضراء,القصيم,ذكر,24
35132,سعودي,ابو عريش,خضير,جازان,أنثى,332
35133,غير سعودي,ابو عريش,خضير,جازان,أنثى,10
35134,سعودي,أضم,خضير,مكة المكرمة,أنثى,37
35135,سعودي,ابو عريش,خضير,جازان,ذكر,351
35136,غير سعودي,ابو عريش,خضير,جازان,ذكر,43
35137,سعودي,أضم,خضير,مكة المكرمة,ذكر,40
35138,سعودي,خميس  مشيط,خضيراء,عسير,أنثى,38
35139,سعودي,خميس  مشيط,خضيراء,عسير,ذكر,39
35140,غير سعودي,خميس  مشيط,خضيراء,عسير,ذكر,12
35141,سعودي,بدر الجنوب,خضيران,نجران,أنثى,54
35142,سعودي,بدر الجنوب,خضيران,نجران,ذكر,36
35143,سعودي,ضمد,خضيره,جازان,أنثى,1644
35144,غير سعودي,ضمد,خضيره,جازان,أنثى,314
35145,سعودي,المجاردة,خضيره,عسير,أنثى,153
35146,سعودي,ميسان,خضيره,مكة المكرمة,أنثى,6
35147,سعودي,ضمد,خضيره,جازان,ذكر,1550
35148,غير سعودي,ضمد,خضيره,جازان,ذكر,636
35149,سعودي,المجاردة,خضيره,عسير,ذكر,143
35150,غير سعودي,المجاردة,خضيره,عسير,ذكر,12
35151,سعودي,ميسان,خضيره,مكة المكرمة,ذكر,6
35152,سعودي,ابو عريش,خضيره عياش,جازان,أنثى,626
